time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance,.twist.twist.linear.x,.twist.twist.linear.y,.twist.twist.linear.z,.twist.twist.angular.x,.twist.twist.angular.y,.twist.twist.angular.z,.twist.covariance
2024/07/05/10:38:16.579304,13615,1720190296,576282024,odom,base_link,-0.028031958266516672,2.5470729143607134,0.0,0.0,0.0,0.13442156631596464,0.9909242365131468,"(0.004506236443344478, -5.824183828229781e-07, 0.0, 0.0, 0.0, -1.7582467404287653e-05, -5.824183828229808e-07, 0.004508187032831646, 0.0, 0.0, 0.0, 6.372883623297039e-05, 0.0, 0.0, 0.005063589365027481, 0.0003312244418247596, -0.002008371830229558, 0.0, 0.0, 0.0, 0.00033122444182478143, 24.886336863946823, -1.009713757364973, 0.0, 0.0, 0.0, -0.002008371830229269, -1.0097137573649684, 8.169032760804384, 0.0, -1.7582467404287656e-05, 6.372883623297039e-05, 0.0, 0.0, 0.0, 0.004593217689325437)",0.5472220821308295,-7.53710597934504e-05,0.0,0.0,0.0,0.008030705374892757,"(0.06542875730528298, 1.602331287828345e-08, 0.0, 0.0, 0.0, 8.652163406192679e-10, 1.602331287863683e-08, 0.06548754715508198, 0.0, 0.0, 0.0, 2.250852511667496e-06, 0.0, 0.0, 2.5077507303975777, -0.11404779043010174, 0.45262405357820357, 0.0, 0.0, 0.0, -0.1140477904301015, 0.2663634113577666, -0.010110985668444782, 0.0, 0.0, 0.0, 0.4526240535782033, -0.010110985668444879, 0.13780811432184525, 0.0, 8.652163406192026e-10, 2.250852511667498e-06, 0.0, 0.0, 0.0, 0.003304463454554723)"
2024/07/05/10:38:16.629485,13616,1720190296,597281933,odom,base_link,-0.014952758490805036,2.550672062869291,0.0,0.0,0.0,0.13419086875642883,0.9909555039164952,"(0.002684789792827552, -1.7387796759859464e-07, 0.0, 0.0, 0.0, -6.682627901852579e-06, -1.7387796759859427e-07, 0.0026853719071448408, 0.0, 0.0, 0.0, 2.4208375841489213e-05, 0.0, 0.0, 0.0028529297016683377, 0.00020253688219323766, -0.0010910303923174242, 0.0, 0.0, 0.0, 0.0002025368821932499, 24.98394461290499, -1.0154391919360017, 0.0, 0.0, 0.0, -0.0010910303923172575, -1.0154391919359973, 8.205194105438943, 0.0, -6.68262790185258e-06, 2.420837584148922e-05, 0.0, 0.0, 0.0, 0.002698144276113849)",0.5495844949462326,-7.057134826384456e-05,0.0,0.0,0.0,0.007835590293628587,"(0.0631113411727285, 1.5272926337837377e-08, 0.0, 0.0, 0.0, 9.868597722737547e-10, 1.5272926338105764e-08, 0.06316898102449027, 0.0, 0.0, 0.0, 2.716189348333167e-06, 0.0, 0.0, 2.5159419236427234, -0.1143024637418774, 0.4545691223579539, 0.0, 0.0, 0.0, -0.11430246374187716, 0.2665728176100425, -0.010103339970520316, 0.0, 0.0, 0.0, 0.45456912235795355, -0.010103339970520413, 0.13791950760003704, 0.0, 9.868597722736313e-10, 2.716189348333169e-06, 0.0, 0.0, 0.0, 0.003718888795778269)"
2024/07/05/10:38:16.679024,13617,1720190296,647281885,odom,base_link,0.009723326684439319,2.557466987201298,0.0,0.0,0.0,0.13412358736743693,0.990964612542592,"(0.0026522236004514997, -1.8248218046179185e-07, 0.0, 0.0, 0.0, -5.62282074998326e-06, -1.8248218046178894e-07, 0.002652834875224532, 0.0, 0.0, 0.0, 2.0385592771989347e-05, 0.0, 0.0, 0.0028175680474180663, 0.0003082797400580636, -0.001291313304048785, 0.0, 0.0, 0.0, 0.0003082797400580739, 25.217300166037404, -1.0290563187983948, 0.0, 0.0, 0.0, -0.0012913133040486397, -1.02905631879839, 8.292299193800353, 0.0, -5.622820749983259e-06, 2.0385592771989347e-05, 0.0, 0.0, 0.0, 0.0026674508194179953)",0.5474985376813879,-6.710060269662188e-05,0.0,0.0,0.0,0.007417235117856245,"(0.06306793396182309, 1.4577910308148693e-08, 0.0, 0.0, 0.0, 8.750295231057051e-10, 1.457791030821052e-08, 0.06312560121869043, 0.0, 0.0, 0.0, 3.7053254809520384e-06, 0.0, 0.0, 2.542312251329396, -0.1148505028932451, 0.45825932168292327, 0.0, 0.0, 0.0, -0.11485050289324486, 0.2670717911449501, -0.01009313084678884, 0.0, 0.0, 0.0, 0.45825932168292294, -0.010093130846788936, 0.13831792096289033, 0.0, 8.750295231057109e-10, 3.7053254809520413e-06, 0.0, 0.0, 0.0, 0.0047105365237545)"
2024/07/05/10:38:16.729510,13618,1720190296,700281858,odom,base_link,0.03955639095147445,2.5656727071598615,0.0,0.0,0.0,0.13404884273280354,0.9909747260964813,"(0.0026852074270521907, -1.7363855813895776e-07, 0.0, 0.0, 0.0, -6.681678504011426e-06, -1.7363855813895165e-07, 0.002685789187624566, 0.0, 0.0, 0.0, 2.4223564832242008e-05, 0.0, 0.0, 0.0028532768630104887, 0.0003901265976179808, -0.0011227102002675958, 0.0, 0.0, 0.0, 0.0003901265976179913, 25.46599271608744, -1.0442361221783423, 0.0, 0.0, 0.0, -0.0011227102002674158, -1.0442361221783378, 8.385662196913731, 0.0, -6.681678504011429e-06, 2.4223564832242008e-05, 0.0, 0.0, 0.0, 0.00269870115358379)",0.5497485290788582,-6.805398889122769e-05,0.0,0.0,0.0,0.009915791728637947,"(0.06309107814884751, 1.3856445217392296e-08, 0.0, 0.0, 0.0, 5.864129522093801e-10, 1.385644521679016e-08, 0.06314870853192733, 0.0, 0.0, 0.0, 2.866508563699274e-06, 0.0, 0.0, 2.5702579279969755, -0.11544014358080767, 0.4621727068741782, 0.0, 0.0, 0.0, -0.11544014358080742, 0.26760052426799663, -0.010081957345558602, 0.0, 0.0, 0.0, 0.46217270687417783, -0.010081957345558699, 0.13874935275690115, 0.0, 5.864129522092002e-10, 2.866508563699276e-06, 0.0, 0.0, 0.0, 0.003815506053339266)"
2024/07/05/10:38:16.779188,13619,1720190296,750282049,odom,base_link,0.06396469022712699,2.572378340052415,0.0,0.0,0.0,0.13399843519602253,0.990981543402811,"(0.0026523048138500055, -1.8210753141371167e-07, 0.0, 0.0, 0.0, -5.618649671425384e-06, -1.8210753141370622e-07, 0.002652915513260675, 0.0, 0.0, 0.0, 2.0390927412379124e-05, 0.0, 0.0, 0.002817600863852296, 0.0005181619478643602, -0.001332703347522557, 0.0, 0.0, 0.0, 0.0005181619478643728, 25.701760666924887, -1.0597775848479989, 0.0, 0.0, 0.0, -0.0013327033475223427, -1.0597775848479947, 8.47432724612403, 0.0, -5.618649671425386e-06, 2.0390927412379124e-05, 0.0, 0.0, 0.0, 0.0026677266561918253)",0.5473330857551589,-7.0933067461932e-05,0.0,0.0,0.0,0.009389104782938076,"(0.06304906758411154, 1.3149960406191663e-08, 0.0, 0.0, 0.0, 5.059790231431691e-10, 1.3149960405141987e-08, 0.06310677920491371, 0.0, 0.0, 0.0, 3.870551464488517e-06, 0.0, 0.0, 2.5971155403231583, -0.11601517134991446, 0.46588335039901674, 0.0, 0.0, 0.0, -0.1160151713499142, 0.26809854081779444, -0.01006774078564061, 0.0, 0.0, 0.0, 0.46588335039901635, -0.010067740785640707, 0.1391475540712947, 0.0, 5.059790231427708e-10, 3.87055146448852e-06, 0.0, 0.0, 0.0, 0.004806627455853653)"
2024/07/05/10:38:16.829263,13620,1720190296,803282022,odom,base_link,0.09376502705213928,2.580559037545567,0.0,0.0,0.0,0.13406166103376593,0.9909729920844804,"(0.002685198981105686, -1.732655720875265e-07, 0.0, 0.0, 0.0, -6.675552252249467e-06, -1.7326557208751726e-07, 0.0026857800301361943, 0.0, 0.0, 0.0, 2.4218074310338e-05, 0.0, 0.0, 0.00285322057811482, 0.0006369276389975232, -0.001100375141840739, 0.0, 0.0, 0.0, 0.0006369276389975309, 25.952886694266244, -1.077718243194946, 0.0, 0.0, 0.0, -0.001100375141840499, -1.0777182431949415, 8.569512413858297, 0.0, -6.675552252249466e-06, 2.4218074310338005e-05, 0.0, 0.0, 0.0, 0.0026988196332984986)",0.5495564321175354,-8.296305204710263e-05,0.0,0.0,0.0,0.013903537658613655,"(0.06307410299323403, 1.2594939630218372e-08, 0.0, 0.0, 0.0, 4.771334142954842e-10, 1.2594939628742637e-08, 0.06313180611837137, 0.0, 0.0, 0.0, 2.9483837351246845e-06, 0.0, 0.0, 2.6254810982554684, -0.11663865331705262, 0.4698163836278236, 0.0, 0.0, 0.0, -0.11663865331705235, 0.2686260568943869, -0.010052307950170727, 0.0, 0.0, 0.0, 0.4698163836278232, -0.010052307950170824, 0.13958165792564106, 0.0, 4.771334142951656e-10, 2.9483837351246854e-06, 0.0, 0.0, 0.0, 0.0038538885105467062)"
2024/07/05/10:38:16.879349,13621,1720190296,853281975,odom,base_link,0.11802536255245304,2.5872409185143836,0.0,0.0,0.0,0.1343951454312044,0.9909278202192758,"(0.002652273792546058, -1.8186766212994805e-07, 0.0, 0.0, 0.0, -5.6158091924113175e-06, -1.8186766212994572e-07, 0.0026528838660645248, 0.0, 0.0, 0.0, 2.038437126380953e-05, 0.0, 0.0, 0.0028175275864007927, 0.0008009514751459242, -0.0012892296489824518, 0.0, 0.0, 0.0, 0.0008009514751459347, 26.19075203133308, -1.0969030442447305, 0.0, 0.0, 0.0, -0.0012892296489822076, -1.0969030442447263, 8.660071701422854, 0.0, -5.6158091924113175e-06, 2.0384371263809534e-05, 0.0, 0.0, 0.0, 0.002667813267720211)",0.5469938096759297,-8.493284829271697e-05,0.0,0.0,0.0,0.01320905211424202,"(0.06303392190614153, 1.2150870220058884e-08, 0.0, 0.0, 0.0, 5.240637543900316e-10, 1.2150870218596224e-08, 0.06309171673778942, 0.0, 0.0, 0.0, 3.947427932935559e-06, 0.0, 0.0, 2.6527037184640445, -0.11725013288237422, 0.47354485812776786, 0.0, 0.0, 0.0, -0.11725013288237393, 0.2691223845539928, -0.010033332771786592, 0.0, 0.0, 0.0, 0.4735448581277675, -0.010033332771786689, 0.1399835989591228, 0.0, 5.240637543900735e-10, 3.9474279329355595e-06, 0.0, 0.0, 0.0, 0.004844779886796496)"
2024/07/05/10:38:16.929810,13622,1720190296,906281948,odom,base_link,0.14781982186220585,2.5954774240459124,0.0,0.0,0.0,0.1344996440911968,0.9909136419180742,"(0.0026851669943457096, -1.7331220068465344e-07, 0.0, 0.0, 0.0, -6.683422164164579e-06, -1.7331220068464974e-07, 0.0026857471368340663, 0.0, 0.0, 0.0, 2.4201469138665735e-05, 0.0, 0.0, 0.002853154831056323, 0.001007729092295278, -0.0010140337423470798, 0.0, 0.0, 0.0, 0.0010077290922952857, 26.444383754499807, -1.1155669927331766, 0.0, 0.0, 0.0, -0.0010140337423468436, -1.1155669927331726, 8.756910466685024, 0.0, -6.683422164164578e-06, 2.420146913866574e-05, 0.0, 0.0, 0.0, 0.002698862542113852)",0.5492608387195512,-7.332682609867254e-05,0.0,0.0,0.0,0.00956085368693587,"(0.063060754591067, 1.2085140546879578e-08, 0.0, 0.0, 0.0, 7.682322698089331e-10, 1.2085140545199713e-08, 0.06311854076370305, 0.0, 0.0, 0.0, 2.983284912048338e-06, 0.0, 0.0, 2.681385434501404, -0.11792521485115438, 0.47749386979377184, 0.0, 0.0, 0.0, -0.11792521485115408, 0.269647355125393, -0.010012027198058954, 0.0, 0.0, 0.0, 0.47749386979377145, -0.010012027198059052, 0.1404233396170061, 0.0, 7.682322698091354e-10, 2.9832849120483366e-06, 0.0, 0.0, 0.0, 0.0038689853945242706)"
2024/07/05/10:38:16.979497,13623,1720190296,956281900,odom,base_link,0.1722696065457941,2.602232392175358,0.0,0.0,0.0,0.13448318773791001,0.9909158754484914,"(0.002652245008222675, -1.8216006623292804e-07, 0.0, 0.0, 0.0, -5.629013043551161e-06, -1.8216006623291835e-07, 0.0026528540159974547, 0.0, 0.0, 0.0, 2.0369501794389658e-05, 0.0, 0.0, 0.0028174727775184265, 0.0012022065121280417, -0.0012055583270151268, 0.0, 0.0, 0.0, 0.0012022065121280487, 26.685050602103676, -1.1310946721733472, 0.0, 0.0, 0.0, -0.0012055583270149093, -1.1310946721733428, 8.848514008538618, 0.0, -5.629013043551162e-06, 2.0369501794389655e-05, 0.0, 0.0, 0.0, 0.002667848420665784)",0.5469518957167737,-6.42787405358663e-05,0.0,0.0,0.0,0.00905605790750345,"(0.06302215683189816, 1.1925008184885624e-08, 0.0, 0.0, 0.0, 9.674705813525446e-10, 1.192500818283551e-08, 0.06308002882638558, 0.0, 0.0, 0.0, 3.977344786349219e-06, 0.0, 0.0, 2.7089089269227036, -0.1185896411021058, 0.4812377734481766, 0.0, 0.0, 0.0, -0.11858964110210549, 0.2701404302155546, -0.009986725855856641, 0.0, 0.0, 0.0, 0.4812377734481761, -0.009986725855856738, 0.1408308899942058, 0.0, 9.674705813526982e-10, 3.977344786349216e-06, 0.0, 0.0, 0.0, 0.004859786012488492)"
2024/07/05/10:38:17.029619,13624,1720190297,9281874,odom,base_link,0.2020576330290935,2.6104773224910796,0.0,0.0,0.0,0.13471304644152446,0.9908846527817674,"(0.002685140571988583, -1.735287951617884e-07, 0.0, 0.0, 0.0, -6.690918722741537e-06, -1.7352879516178244e-07, 0.0026857203397992113, 0.0, 0.0, 0.0, 2.419626232888875e-05, 0.0, 0.0, 0.0028531211468146417, 0.001340418664877133, -0.0009709481520786768, 0.0, 0.0, 0.0, 0.0013404186648771506, 26.941517068631793, -1.1473600727755124, 0.0, 0.0, 0.0, -0.0009709481520784778, -1.1473600727755082, 8.946578452823418, 0.0, -6.690918722741537e-06, 2.4196262328888758e-05, 0.0, 0.0, 0.0, 0.0026988796481884963)",0.5492183465250355,-5.631586996715255e-05,0.0,0.0,0.0,0.008928318325966479,"(0.06305048122032626, 1.1632712303312847e-08, 0.0, 0.0, 0.0, 7.541730673946697e-10, 1.1632712300907495e-08, 0.0631083370888794, 0.0, 0.0, 0.0, 2.995099795833191e-06, 0.0, 0.0, 2.737969866732342, -0.11931318540455314, 0.48520435218104163, 0.0, 0.0, 0.0, -0.11931318540455282, 0.27066237482123007, -0.009960284345156301, 0.0, 0.0, 0.0, 0.485204352181041, -0.009960284345156398, 0.14127409364532176, 0.0, 7.541730673950543e-10, 2.995099795833189e-06, 0.0, 0.0, 0.0, 0.0038748989468678175)"
2024/07/05/10:38:17.079621,13625,1720190297,59282064,odom,base_link,0.22639549390568256,2.6172201459933033,0.0,0.0,0.0,0.13481681367750853,0.9908705398536399,"(0.002652225466494554, -1.824361314757077e-07, 0.0, 0.0, 0.0, -5.637451423289129e-06, -1.824361314757068e-07, 0.002652834206304249, 0.0, 0.0, 0.0, 2.0365842902905265e-05, 0.0, 0.0, 0.0028174492612617146, 0.0014583566582052315, -0.001187336404136499, 0.0, 0.0, 0.0, 0.0014583566582052482, 27.184662175757115, -1.1624775416148831, 0.0, 0.0, 0.0, -0.0011873364041363075, -1.1624775416148794, 9.039560189788334, 0.0, -5.637451423289129e-06, 2.036584290290527e-05, 0.0, 0.0, 0.0, 0.002667865416110622)",0.5467897874650328,-4.779037796287207e-05,0.0,0.0,0.0,0.008470093589845152,"(0.06301317932160694, 1.131427637238379e-08, 0.0, 0.0, 0.0, 9.046479809298357e-10, 1.1314276370403658e-08, 0.0630711139181774, 0.0, 0.0, 0.0, 3.98631284116623e-06, 0.0, 0.0, 2.7658886830906857, -0.12001381752766026, 0.48896654131360173, 0.0, 0.0, 0.0, -0.12001381752765992, 0.271152898911731, -0.009931043511194244, 0.0, 0.0, 0.0, 0.488966541313601, -0.00993104351119434, 0.1416838821222427, 0.0, 9.046479809307005e-10, 3.986312841166228e-06, 0.0, 0.0, 0.0, 0.004865668431022368)"
2024/07/05/10:38:17.129838,13626,1720190297,112282038,odom,base_link,0.2564514114143016,2.6255126469239825,0.0,0.0,0.0,0.13421954511701117,0.9909516202663895,"(0.0026851209337035477, -1.7379198278681728e-07, 0.0, 0.0, 0.0, -6.7006185768486265e-06, -1.7379198278681913e-07, 0.0026857002830417837, 0.0, 0.0, 0.0, 2.4187419817412036e-05, 0.0, 0.0, 0.0028530939345523527, 0.001538190024577086, -0.0009309758412819786, 0.0, 0.0, 0.0, 0.0015381900245771008, 27.44418142142068, -1.1756100608296747, 0.0, 0.0, 0.0, -0.0009309758412817654, -1.175610060829671, 9.138747780545081, 0.0, -6.700618576848625e-06, 2.4187419817412036e-05, 0.0, 0.0, 0.0, 0.002698887145883445)",0.5493744178467815,-5.227526262773772e-05,0.0,0.0,0.0,0.0011612358214451344,"(0.06304270691255438, 1.0930971177513712e-08, 0.0, 0.0, 0.0, 6.55669138012981e-10, 1.093097117543954e-08, 0.06310061820395639, 0.0, 0.0, 0.0, 2.9980297395213644e-06, 0.0, 0.0, 2.795333701031942, -0.1207693529219184, 0.49295205178320495, 0.0, 0.0, 0.0, -0.12076935292191805, 0.27167286186600553, -0.009902009207473514, 0.0, 0.0, 0.0, 0.49295205178320417, -0.009902009207473611, 0.14212989168087362, 0.0, 6.556691380138241e-10, 2.9980297395213635e-06, 0.0, 0.0, 0.0, 0.0038772176588102213)"
2024/07/05/10:38:17.179635,13627,1720190297,174282074,odom,base_link,0.2873289699962914,2.634002325138687,0.0,0.0,0.0,0.1340047287510294,0.9909806923812204,"(0.0033324383551128585, -2.828815716361882e-07, 0.0, 0.0, 0.0, -1.0098816758807625e-05, -2.828815716361803e-07, 0.003333385361202679, 0.0, 0.0, 0.0, 3.6630249644795565e-05, 0.0, 0.0, 0.0036382109391892986, 0.0019746805423386934, -0.0015020363728287646, 0.0, 0.0, 0.0, 0.0019746805423387194, 27.75049364579712, -1.1859257925009994, 0.0, 0.0, 0.0, -0.0015020363728285037, -1.1859257925009963, 9.254919962493622, 0.0, -1.0098816758807621e-05, 3.6630249644795565e-05, 0.0, 0.0, 0.0, 0.003388799289888822)",0.5471846109397842,-5.385708737228107e-05,0.0,0.0,0.0,0.006492060478511928,"(0.06387787351073475, 1.023713406590252e-08, 0.0, 0.0, 0.0, 1.0533261229413566e-10, 1.0237134063767615e-08, 0.06393624284269261, 0.0, 0.0, 0.0, 2.4020274119005075e-06, 0.0, 0.0, 2.8315215193050762, -0.12161157921089344, 0.4974997681179842, 0.0, 0.0, 0.0, -0.12161157921089308, 0.272282289123914, -0.009871131389398765, 0.0, 0.0, 0.0, 0.49749976811798335, -0.00987113138939886, 0.14265971610202555, 0.0, 1.053326122948108e-10, 2.402027411900506e-06, 0.0, 0.0, 0.0, 0.003065095102862552)"
2024/07/05/10:38:17.229262,13628,1720190297,215281963,odom,base_link,0.31072144674261426,2.6404216033516517,0.0,0.0,0.0,0.13392561246365128,0.9909913876145624,"(0.0026851402354706616, -1.8607024769978582e-07, 0.0, 0.0, 0.0, -6.3334104106026754e-06, -1.8607024769977925e-07, 0.00268576410274125, 0.0, 0.0, 0.0, 2.298982176203376e-05, 0.0, 0.0, 0.0028530869020668946, 0.001438225458788945, -0.0009717061439849118, 0.0, 0.0, 0.0, 0.0014382254587889626, 27.953450709726912, -1.1967810112476949, 0.0, 0.0, 0.0, -0.0009717061439847034, -1.196781011247692, 9.332853314031967, 0.0, -6.333410410602674e-06, 2.2989821762033752e-05, 0.0, 0.0, 0.0, 0.002698585628691289)",0.5493071871886614,-6.708857498321267e-05,0.0,0.0,0.0,0.006208281394543834,"(0.06304243383454185, 9.363163406386756e-09, 0.0, 0.0, 0.0, -2.500861808382872e-10, 9.363163404050708e-09, 0.06310051266983492, 0.0, 0.0, 0.0, 2.9262712352002392e-06, 0.0, 0.0, 2.8536851695472785, -0.12223529378357534, 0.5007423270262699, 0.0, 0.0, 0.0, -0.12223529378357498, 0.2726835967410378, -0.009844016593863284, 0.0, 0.0, 0.0, 0.500742327026269, -0.00984401659386338, 0.14298512303423827, 0.0, -2.500861808374873e-10, 2.9262712352002367e-06, 0.0, 0.0, 0.0, 0.003879393069357172)"
2024/07/05/10:38:17.279386,13629,1720190297,277282000,odom,base_link,0.3416581181417963,2.6489207847818683,0.0,0.0,0.0,0.13399307384213058,0.9909822683390139,"(0.003332362279725758, -2.8130899308369424e-07, 0.0, 0.0, 0.0, -1.0016612071721366e-05, -2.8130899308369974e-07, 0.003333306853846874, 0.0, 0.0, 0.0, 3.639880057022055e-05, 0.0, 0.0, 0.003638043756522956, 0.0017747175445970188, -0.0015037321006041676, 0.0, 0.0, 0.0, 0.0017747175445970464, 28.262692520794985, -1.2131367017684185, 0.0, 0.0, 0.0, -0.0015037321006039013, -1.2131367017684156, 9.451534900020508, 0.0, -1.0016612071721362e-05, 3.639880057022055e-05, 0.0, 0.0, 0.0, 0.003388993055549436)",0.5471906921481773,-7.013218223818502e-05,0.0,0.0,0.0,0.009292671813887021,"(0.06388050164541113, 9.009834366100083e-09, 0.0, 0.0, 0.0, -1.1245642792343009e-10, 9.009834364222064e-09, 0.06393911798492101, 0.0, 0.0, 0.0, 2.5554998921217597e-06, 0.0, 0.0, 2.890411894796891, -0.1230631467882312, 0.5053174231208604, 0.0, 0.0, 0.0, -0.12306314678823083, 0.2732952962345143, -0.009816708224636614, 0.0, 0.0, 0.0, 0.5053174231208595, -0.009816708224636707, 0.14351528376212996, 0.0, -1.1245642792274518e-10, 2.555499892121758e-06, 0.0, 0.0, 0.0, 0.003302920034057609)"
2024/07/05/10:38:17.330881,13630,1720190297,318281889,odom,base_link,0.3650029700210065,2.6553606927118176,0.0,0.0,0.0,0.1342964218193756,0.9909412046567204,"(0.002685106444551208, -1.8539972374586048e-07, 0.0, 0.0, 0.0, -6.317886780594361e-06, -1.853997237458621e-07, 0.0026857289076345193, 0.0, 0.0, 0.0, 2.2950674297413386e-05, 0.0, 0.0, 0.0028530237734248837, 0.0013320261087791138, -0.000970238790509017, 0.0, 0.0, 0.0, 0.0013320261087791368, 28.467769263977164, -1.2263876006313876, 0.0, 0.0, 0.0, -0.0009702387905088218, -1.2263876006313854, 9.530932922100655, 0.0, -6.317886780594362e-06, 2.2950674297413386e-05, 0.0, 0.0, 0.0, 0.0026988440824767482)",0.5492674824991813,-6.542327207818873e-05,0.0,0.0,0.0,0.00892287491548773,"(0.06304622089069681, 8.830289104491981e-09, 0.0, 0.0, 0.0, 8.336633099614712e-11, 8.830289102680371e-09, 0.06310454735643238, 0.0, 0.0, 0.0, 3.134937313420848e-06, 0.0, 0.0, 2.9129262607653033, -0.12367680734169281, 0.5085778715830704, 0.0, 0.0, 0.0, -0.12367680734169244, 0.2736979348032634, -0.0097918137826166, 0.0, 0.0, 0.0, 0.5085778715830696, -0.009791813782616692, 0.14384108348742905, 0.0, 8.336633099661851e-11, 3.1349373134208458e-06, 0.0, 0.0, 0.0, 0.00411639648490406)"
2024/07/05/10:38:17.378923,13631,1720190297,368281841,odom,base_link,0.3895129452016522,2.6621278525806837,0.0,0.0,0.0,0.1343693003208414,0.9909313251337287,"(0.0026521406736474797, -1.818764188363342e-07, 0.0, 0.0, 0.0, -5.549619958926649e-06, -1.8187641883633605e-07, 0.0026527501374810697, 0.0, 0.0, 0.0, 2.012065683061677e-05, 0.0, 0.0, 0.002817294418834819, 0.0013723469241833943, -0.001209807226710421, 0.0, 0.0, 0.0, 0.0013723469241834116, 28.719267864948005, -1.242292365290263, 0.0, 0.0, 0.0, -0.0012098072267102877, -1.2422923652902607, 9.628223229680126, 0.0, -5.54961995892665e-06, 2.0120656830616776e-05, 0.0, 0.0, 0.0, 0.002668025222615753)",0.547027606488548,-5.613733594695003e-05,0.0,0.0,0.0,0.008460849684373254,"(0.06301315787821783, 9.046841677993076e-09, 0.0, 0.0, 0.0, 6.586838223235203e-10, 9.046841675727464e-09, 0.06307161169866822, 0.0, 0.0, 0.0, 4.203027450827734e-06, 0.0, 0.0, 2.9421641881052936, -0.12438232449346935, 0.5124043116746775, 0.0, 0.0, 0.0, -0.12438232449346898, 0.27419001021910633, -0.009765223211152084, 0.0, 0.0, 0.0, 0.5124043116746766, -0.009765223211152176, 0.14425185422275902, 0.0, 6.586838223236678e-10, 4.203027450827732e-06, 0.0, 0.0, 0.0, 0.00510634207434949)"
2024/07/05/10:38:17.429489,13632,1720190297,406318426,odom,base_link,0.41525994308286207,2.669236072713025,0.0,0.0,0.0,0.1344297071233302,0.9909231321564431,"(0.0024678610107641613, -1.4222603780541226e-07, 0.0, 0.0, 0.0, -5.730458658572291e-06, -1.422260378054165e-07, 0.002468337114335397, 0.0, 0.0, 0.0, 2.075698609766993e-05, 0.0, 0.0, 0.002621408686914628, 0.0013097351705244188, -0.0009651665547960751, 0.0, 0.0, 0.0, 0.0013097351705244368, 28.91164623851776, -1.2527940699795679, 0.0, 0.0, 0.0, -0.0009651665547959412, -1.2527940699795654, 9.70259912580163, 0.0, -5.730458658572291e-06, 2.075698609766994e-05, 0.0, 0.0, 0.0, 0.0024900045242621524)",0.55372066590028,-5.8997894773734406e-05,0.0,0.0,0.0,0.005499305942849112,"(0.06279132659797607, 9.184996072297565e-09, 0.0, 0.0, 0.0, 7.08998587575206e-10, 9.184996070371646e-09, 0.06284959971415857, 0.0, 0.0, 0.0, 3.283757013105169e-06, 0.0, 0.0, 2.964134412838822, -0.12493416664479808, 0.5153513081886555, 0.0, 0.0, 0.0, -0.12493416664479771, 0.2745640169556524, -0.009744508429626923, 0.0, 0.0, 0.0, 0.5153513081886546, -0.009744508429627015, 0.14456474175452297, 0.0, 7.089985875753077e-10, 3.2837570131051676e-06, 0.0, 0.0, 0.0, 0.003915498110405562)"
2024/07/05/10:38:17.479570,13633,1720190297,468318462,odom,base_link,0.4485017690437986,2.678414730349529,0.0,0.0,0.0,0.13440846073118634,0.9909260142330875,"(0.0032766572960789882, -2.74430336344289e-07, 0.0, 0.0, 0.0, -9.84274862169747e-06, -2.7443033634429915e-07, 0.003277575084249007, 0.0, 0.0, 0.0, 3.5633535377041e-05, 0.0, 0.0, 0.0035866882186380315, 0.0020742178052054468, -0.0032562355674674768, 0.0, 0.0, 0.0, 0.0020742178052054723, 29.227154019092186, -1.2680480703021986, 0.0, 0.0, 0.0, -0.003256235567467355, -1.2680480703021966, 9.822972866210213, 0.0, -9.842748621697471e-06, 3.5633535377041015e-05, 0.0, 0.0, 0.0, 0.003342426814912307)",0.5536689286058558,-5.64663853591216e-05,0.0,0.0,0.0,0.004740235322704469,"(0.06382981026412046, 9.261796968207618e-09, 0.0, 0.0, 0.0, 5.438744650305087e-10, 9.261796966759367e-09, 0.06388829380151415, 0.0, 0.0, 0.0, 2.511590795673411e-06, 0.0, 0.0, 3.0033886429278676, -0.1257652351064118, 0.5199489237642618, 0.0, 0.0, 0.0, -0.1257652351064114, 0.27517260643067576, -0.009706213574100541, 0.0, 0.0, 0.0, 0.5199489237642609, -0.009706213574100632, 0.14505622485863226, 0.0, 5.438744650306599e-10, 2.511590795673411e-06, 0.0, 0.0, 0.0, 0.0031456589286743084)"
