time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2024/07/05/10:38:22.789253,7068,1720190302,768356271,imu_link,-0.00024279672652482986,-0.01690308004617691,-0.7496292591094971,0.6616420149803162,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.030862528830766678,0.03831210732460022,0.009578026831150055,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.2649147510528564,0.7469909191131592,11.39161205291748,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:22.880291,7069,1720190302,871356271,imu_link,-0.0029957881197333336,-0.01943129673600197,-0.7491732835769653,0.6620821952819824,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.01489915233105421,-0.07768843322992325,0.004256900865584612,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.097320795059204,2.451662540435791,8.968679428100586,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:22.983810,7070,1720190302,974356271,imu_link,-0.0036548636853694916,-0.020629290491342545,-0.7497795820236206,0.6613559722900391,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06385350972414017,-0.018091827630996704,-0.02234872803092003,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.5282769203186035,1.742978811264038,10.453084945678711,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.067549,7071,1720190303,57356271,imu_link,-0.004260038956999779,-0.022880230098962784,-0.749807596206665,0.6612464785575867,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.05533970892429352,-0.007449576165527105,-0.031926754862070084,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.3798365592956543,-0.24899697303771973,8.59997272491455,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.172999,7072,1720190303,160356271,imu_link,-0.002055807039141655,-0.020225003361701965,-0.7499173283576965,0.6612191200256348,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.005321125965565443,-0.08833068609237671,0.025541404262185097,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.12928688526153564,2.078166961669922,11.57357120513916,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.269426,7073,1720190303,263356271,imu_link,0.0018844464793801308,-0.020574718713760376,-0.7493839263916016,0.6618133187294006,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.10748674720525742,0.09045914560556412,0.042569007724523544,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.181959331035614,-4.266467571258545,10.879252433776855,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.372571,7074,1720190303,366356271,imu_link,0.00021459069103002548,-0.020199917256832123,-0.7486620545387268,0.6626440286636353,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.1894320845603943,0.11493631452322006,0.11706477403640747,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.255337953567505,-1.8052281141281128,9.66299819946289,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.475820,7075,1720190303,469356271,imu_link,-0.00232057087123394,-0.024352356791496277,-0.7366361021995544,0.6758467555046082,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.005321125965565443,0.16708335280418396,0.6268286108970642,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.0207061767578125,2.6384103298187256,12.181697845458984,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.578838,7076,1720190303,572356271,imu_link,0.004118208773434162,-0.026911504566669464,-0.7132009863853455,0.700430691242218,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.11387208849191666,-0.020220277830958366,0.7279300093650818,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.1867477297782898,2.250549554824829,10.127472877502441,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.670484,7077,1720190303,655356271,imu_link,0.003471793606877327,-0.03208298608660698,-0.6866226196289062,0.7262974381446838,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.13196392357349396,0.2096523642539978,0.7247373461723328,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.2968810200691223,0.45489832758903503,11.48259162902832,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.764254,7078,1720190303,758356271,imu_link,0.0052567133679986,-0.03574090078473091,-0.6568361520767212,0.753167450428009,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.028734078630805016,0.025541404262185097,0.7396364808082581,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.1978771686553955,2.671929121017456,10.007762908935547,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.867529,7079,1720190303,861356271,imu_link,0.010166000574827194,-0.034048616886138916,-0.6253352761268616,0.7795467376708984,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.06598196178674698,0.007449576165527105,0.8194534182548523,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-8.53293514251709,3.711012601852417,11.784260749816895,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:23.970180,7080,1720190303,964356271,imu_link,0.015565970912575722,-0.025041136890649796,-0.5927994251251221,0.8048102259635925,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.11919321864843369,0.13196392357349396,0.8577654957771301,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-11.439496040344238,-0.8954314589500427,12.076353073120117,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.074355,7081,1720190304,67356271,imu_link,0.019648008048534393,-0.016823753714561462,-0.5595601797103882,0.8283859491348267,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.004256900865584612,0.09897294640541077,0.8311598300933838,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.341529369354248,2.5522189140319824,9.131484985351562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.176166,7082,1720190304,170356271,imu_link,0.020925672724843025,-0.013958137482404709,-0.5259444117546082,0.8501469492912292,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.12345011532306671,-0.08194534480571747,0.8418021202087402,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.5386300086975098,8.02536392211914,14.973337173461914,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.280215,7083,1720190304,273356271,imu_link,0.02248779684305191,-0.011352122761309147,-0.49097612500190735,0.8708087205886841,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.058532387018203735,0.008513801731169224,0.7279300093650818,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",4.807557106018066,-1.0199298858642578,12.315773963928223,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.363459,7084,1720190304,356356271,imu_link,0.023343484848737717,-0.009387296624481678,-0.45535120368003845,0.8899562954902649,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.01915605366230011,0.13302814960479736,0.8045542240142822,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.2106897532939911,-2.188300371170044,10.38604736328125,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.465898,7085,1720190304,459356271,imu_link,0.03791186958551407,-0.0010241121053695679,-0.4059308171272278,0.9131165146827698,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.051082808524370193,0.19688165187835693,1.269620656967163,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",3.7253777980804443,1.1827356815338135,10.927136421203613,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.569709,7086,1720190304,562356271,imu_link,0.04390440881252289,0.004682713188230991,-0.35008683800697327,0.9356760382652283,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.26712051033973694,-0.23625798523426056,1.3058043718338013,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.1699230670928955,-0.9864110946655273,10.132261276245117,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.672714,7087,1720190304,665356271,imu_link,0.04639631137251854,0.009549255482852459,-0.30765268206596375,0.9503188729286194,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.010642251931130886,-0.09365181624889374,0.5693604946136475,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.843535304069519,-0.6655880808830261,10.132261276245117,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.775527,7088,1720190304,768356271,imu_link,0.04218536615371704,0.00532146729528904,-0.29926878213882446,0.9532210230827332,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.01915605366230011,-0.002128450432792306,0.008513801731169224,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.1388636976480484,-0.507570743560791,9.131484985351562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.877546,7089,1720190304,871356271,imu_link,0.03906121104955673,0.003354785032570362,-0.3030877113342285,0.9521558880805969,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.01915605366230011,-0.07130308449268341,-0.03937632963061333,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.8858546018600464,-0.23942017555236816,9.490615844726562,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:24.960990,7090,1720190304,953644706,imu_link,0.03631735220551491,0.0017200447618961334,-0.3045060932636261,0.951816201210022,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.005321125965565443,-0.012770702131092548,-0.023412954062223434,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.5027823448181152,-0.09576806426048279,9.466673851013184,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.063746,7091,1720190305,56644706,imu_link,0.03167343884706497,-0.004908458329737186,-0.3075273931026459,0.9509992599487305,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.011706477031111717,-0.19901010394096375,-0.11493631452322006,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.900996208190918,-0.9241618514060974,9.62947940826416,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.166925,7092,1720190305,159644706,imu_link,0.024466007947921753,-0.01770198531448841,-0.31186148524284363,0.9496475458145142,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.018091827630996704,-0.1042940616607666,0.03618365526199341,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.824381709098816,-1.5610195398330688,8.93037223815918,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.269448,7093,1720190305,262644706,imu_link,0.022185349836945534,-0.032076384872198105,-0.30679067969322205,0.950977623462677,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.07981688529253006,-0.13196392357349396,0.04363323003053665,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.039083480834961,-0.9193734526634216,10.99896240234375,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.372981,7094,1720190305,365644706,imu_link,0.017162974923849106,-0.032295264303684235,-0.30681973695755005,0.9510647058486938,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.21390925347805023,0.18091829121112823,0.06278928369283676,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.7772738933563232,-0.15801730751991272,7.55131196975708,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.476101,7095,1720190305,468644706,imu_link,0.011264210566878319,-0.020283248275518417,-0.3090393543243408,0.9507662057876587,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.020220277830958366,-0.25222134590148926,0.058532387018203735,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.0295066833496094,-3.663128614425659,4.525041103363037,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.579066,7096,1720190305,571644706,imu_link,0.01844719797372818,-0.03126507252454758,-0.3023146092891693,0.9525166749954224,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.04682590812444687,-0.25009292364120483,0.09152336418628693,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-0.35434186458587646,2.006340980529785,12.986149787902832,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.665982,7097,1720190305,654644706,imu_link,0.0035431645810604095,-0.026633992791175842,-0.3080163896083832,0.9510015845298767,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.2660562992095947,-0.058532387018203735,0.0872664600610733,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.4165911078453064,-0.5410895943641663,11.851298332214355,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.766579,7098,1720190305,757644706,imu_link,0.005741428583860397,-0.024784263223409653,-0.3053615391254425,0.951896607875824,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.11387208849191666,-0.23200109601020813,-0.015963377431035042,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.090979665517807,-0.35913026332855225,9.667786598205566,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.875181,7099,1720190305,860644706,imu_link,0.0029877619817852974,-0.019684072583913803,-0.3053009808063507,0.9520477652549744,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.01383492723107338,-0.028734078630805016,0.003192675532773137,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.2697031497955322,-1.8195933103561401,9.299078941345215,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:25.972810,7100,1720190305,963644706,imu_link,0.0035599004477262497,-0.015754004940390587,-0.30391690135002136,0.952561616897583,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.001064225216396153,0.25009292364120483,0.030862528830766678,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.389413356781006,-0.49320554733276367,9.672574996948242,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.076565,7101,1720190306,66644706,imu_link,0.002681337296962738,-0.012386857531964779,-0.3029380738735199,0.952925980091095,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.004256900865584612,0.09897294640541077,0.018091827630996704,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",3.5386300086975098,-0.05267243832349777,11.262324333190918,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.181288,7102,1720190306,169644706,imu_link,0.0024561388418078423,-0.01137287076562643,-0.30233851075172424,0.9531295895576477,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.08300956338644028,-0.005321125965565443,-0.023412954062223434,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.360682964324951,0.5171475410461426,8.652645111083984,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.260327,7103,1720190306,252644706,imu_link,0.0033558886498212814,-0.012562899850308895,-0.30307072401046753,0.9528793692588806,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.01383492723107338,-0.04469745606184006,-0.002128450432792306,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.537853717803955,-2.6240451335906982,9.02135181427002,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.363584,7104,1720190306,355644706,imu_link,-0.0005187578499317169,-0.01397470198571682,-0.3022994101047516,0.9531104564666748,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.07343153655529022,0.010642251931130886,0.01383492723107338,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-4.094084739685059,-3.2752678394317627,8.508993148803711,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.466406,7105,1720190306,458644706,imu_link,0.0008285194635391235,-0.013347639702260494,-0.3017921447753906,0.953279972076416,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.005321125965565443,-0.025541404262185097,0.03618365526199341,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-2.2649147510528564,1.3215993642807007,10.8505220413208,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.569937,7106,1720190306,561644706,imu_link,0.0001438632607460022,-0.011461170390248299,-0.3011534810066223,0.9535067677497864,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.11174364387989044,-0.008513801731169224,0.02979830466210842,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.2449848651885986,2.188300371170044,9.940725326538086,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.671564,7107,1720190306,664644706,imu_link,-0.0013368632644414902,-0.011365626938641071,-0.300921767950058,0.9535801410675049,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.02979830466210842,0.1904963105916977,-0.05001858249306679,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.8874073028564453,-0.08140286058187485,10.27591323852539,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.774899,7108,1720190306,767644706,imu_link,-0.0008872225880622864,-0.009511252865195274,-0.3008215129375458,0.9536325931549072,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.001064225216396153,-0.0521470308303833,0.015963377431035042,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.940079689025879,1.139639973640442,10.256759643554688,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.877728,7109,1720190306,870644706,imu_link,-0.002318175509572029,-0.011001896113157272,-0.3006937503814697,0.9536544680595398,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.07981688529253006,0.10003716498613358,0.005321125965565443,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",4.036623954772949,1.0869675874710083,8.973467826843262,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:26.961540,7110,1720190306,953644706,imu_link,0.0006565582007169724,-0.014449535869061947,-0.2992926239967346,0.9540517330169678,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.007449576165527105,-0.10110139101743698,0.018091827630996704,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.3982137441635132,1.9057846069335938,9.246406555175781,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.064114,7111,1720190307,56644706,imu_link,0.003489702008664608,-0.017643053084611893,-0.2994275987148285,0.953949511051178,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.03299098089337349,-0.19794589281082153,0.03937632963061333,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",0.3926490843296051,-1.4748282432556152,8.494627952575684,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.166348,7112,1720190307,159644706,imu_link,0.0026841163635253906,-0.014718297868967056,-0.2996356189250946,0.9539363980293274,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.037247881293296814,0.07662421464920044,-0.012770702131092548,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",5.161899089813232,-1.5945383310317993,12.373234748840332,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.271314,7113,1720190307,262644706,imu_link,-2.9918737709522247e-05,-0.018406298011541367,-0.2996204197406769,0.9538809061050415,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.017027603462338448,-0.034055206924676895,0.0,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-1.3838485479354858,-0.29209262132644653,8.44195556640625,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.372395,7114,1720190307,365644706,imu_link,0.0011902796104550362,-0.01590568758547306,-0.2988932728767395,0.9541532397270203,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.04363323003053665,0.03831210732460022,0.01915605366230011,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.158793568611145,0.7565677165985107,8.738836288452148,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.475619,7115,1720190307,475801670,imu_link,-0.0003238040953874588,-0.020961713045835495,-0.29877108335494995,0.9540945291519165,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.030862528830766678,-0.009578026831150055,-0.028734078630805016,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",1.5705963373184204,0.6416460275650024,8.609549522399902,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.558892,7116,1720190307,558801670,imu_link,-0.0006206994876265526,-0.023754402995109558,-0.29802176356315613,0.9542632699012756,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.06491773575544357,-0.006385351065546274,-0.018091827630996704,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",3.002328872680664,-2.8778305053710938,9.485827445983887,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.662463,7117,1720190307,661801670,imu_link,-0.0005428856238722801,-0.021598977968096733,-0.2979920208454132,0.9543238282203674,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",0.10961519181728363,0.004256900865584612,0.020220277830958366,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",-3.8067808151245117,2.1164743900299072,9.121908187866211,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
2024/07/05/10:38:27.766469,7118,1720190307,764801670,imu_link,-1.603551208972931e-05,-0.021769337356090546,-0.297505646944046,0.9544718265533447,"(0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05)",-0.04363323003053665,0.025541404262185097,0.026605628430843353,"(0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1)",2.537853717803955,1.7381904125213623,9.840168952941895,"(0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5)"
